id,tweet_id,H1,H2,H3,I1,I2,I3,hostility_set1,identity_set1,hostility_set2,identity_set2,hostility_set3,identity_set3
440,1435286395229282304,hostile,not hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
2605,1435289326682791937,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
1911,1435289864019197959,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
520,1435291006354735117,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
951,1435291388783087618,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
519,1435292640552030212,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
1977,1435293899438927886,not hostile,not hostile,not hostile,none,none,race,not hostile,none,not hostile,none,not hostile,none
957,1435296250555949058,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
461,1435297446637285379,hostile,hostile,hostile,gender,gender,none,hostile,gender,hostile,gender,hostile,gender
959,1435299564039327744,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
962,1435300578930921493,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
526,1435316038875426826,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
1511,1435329451605250052,not hostile,hostile,not hostile,none,none,none,hostile,none,not hostile,none,not hostile,none
2626,1435332891853180928,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
1910,1435334686998466564,not hostile,not hostile,not hostile,none,none,none,not hostile,none,hostile,none,hostile,none
955,1435335154290016258,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
525,1435337888053465089,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
2057,1442022359364521987,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
1819,1442038213032349697,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
606,1442045799173693447,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
2026,1442047540120150020,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2011,1442047598529892352,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
89,1442081478989557764,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
2029,1442082335650877442,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2025,1442085888461352962,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2571,1442090549071302658,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
915,1442091496518213632,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
914,1442099213098233857,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
2022,1442112085681397761,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2008,1442114123500752902,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
815,1442119825715875846,hostile,hostile,hostile,none,none,none,not hostile,none,hostile,none,hostile,none
1821,1442143382189617152,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
464,1442145653405229060,hostile,hostile,hostile,gender,gender,gender,hostile,gender,hostile,gender,hostile,gender
614,1442148266620059661,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
608,1442151418228449299,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
609,1442157501777158146,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
88,1442157502750203907,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
2392,1442162381774368769,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2050,1442162604760305668,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
624,1442176279898296320,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
597,1442196277568184321,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
2058,1442233247321128964,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
3232,1442235476178395136,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
623,1442247211954450433,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
2042,1442259410940829697,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2152,1443096760809926656,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2490,1443156996207878145,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
270,1443175426537426946,hostile,hostile,not hostile,none,none,none,hostile,none,hostile,none,hostile,none
1506,1443179830305071109,not hostile,hostile,not hostile,none,none,none,hostile,none,hostile,none,hostile,none
84,1443184568878735363,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
2163,1443191519318614017,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2483,1443192330832470019,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2164,1443199604472926212,not hostile,not hostile,not hostile,none,none,none,hostile,none,not hostile,none,not hostile,none
2507,1443203611673104390,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2203,1443208698667716616,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
885,1443216276252413956,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
872,1443227353426145280,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
877,1443247579412803593,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
878,1443249549246615554,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
3120,1443251124224548870,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2412,1443257489957470210,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2508,1443258558389305356,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2506,1443262482131439616,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2510,1443264331152515074,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2493,1443293636230275072,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2454,1443332956609712129,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2035,1448921433275617300,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
620,1448928119239421960,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
584,1448934441544523776,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
2006,1448947569179103251,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
463,1448959112499372034,hostile,hostile,hostile,gender,gender,gender,hostile,gender,hostile,gender,hostile,gender
2023,1448975987966939140,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2016,1448998517914091545,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
595,1448998869866532866,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
607,1449008357302472704,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
2021,1449009776436916232,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
430,1449016880912601112,hostile,not hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
2031,1449018215825301506,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
605,1449018431563567110,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
2033,1449019222705770522,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
307,1449020415590998023,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
2027,1449023212029939721,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
1996,1449032105925742598,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
591,1449034075579289603,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
616,1449034591478681603,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
618,1449035670069055488,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
1497,1449044138104590338,not hostile,hostile,not hostile,none,none,none,hostile,none,not hostile,none,not hostile,none
2007,1449055893610536970,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2047,1449059232192598016,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2059,1449060960954720256,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
600,1449079182730870784,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
1302,1449081002748518403,hostile,hostile,hostile,race,race,race,hostile,race,hostile,race,hostile,race
2018,1449088069706129413,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2062,1449103349287165953,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
603,1449103379154800640,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
2045,1449104972264652800,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
601,1449105997600067584,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
610,1449112911805358087,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
1578,1456860777319706625,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
1806,1457048806793560077,not hostile,not hostile,not hostile,race,none,none,hostile,none,not hostile,none,not hostile,none
1579,1457051073181593604,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
1461,1457062361181868042,not hostile,hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
1592,1457096932539699206,not hostile,not hostile,not hostile,none,none,none,hostile,none,not hostile,none,not hostile,none
3146,1470683830344421379,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
1265,1470688483433930752,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
1277,1470700674354749443,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
3211,1470701708699389959,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
3314,1470711876074016773,hostile,not hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
3206,1470728462038142977,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
3212,1470729208922001409,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
3197,1470740497987739650,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
1267,1470742195984650246,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
3181,1470756240951287813,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
3190,1470761048026365952,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
3315,1470770046750412818,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
3169,1470774107730067462,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
3166,1470786301708455947,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
1269,1470789620350783500,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
3136,1470796964681990145,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
3200,1470803893663768578,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
3193,1470804817262039040,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
3183,1470805652670922754,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
3316,1470806476453199875,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
1256,1470806741168361472,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
3201,1470816478337376256,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
3185,1470828577323167747,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
3202,1470831470013001729,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
3221,1470832738244702215,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
3209,1470833452895412230,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
3171,1470841061597757442,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
3222,1470841686620315649,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
3223,1470849717936570377,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
1282,1470850294846263312,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
866,1470871809423777796,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
3224,1470876730760261636,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
1257,1470882881958563846,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
3225,1470883833797124099,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
1273,1470887778196115461,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
2948,1481164604252487680,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2013,1481215165026684928,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
1304,1481217394215464964,hostile,hostile,hostile,race,race,race,hostile,race,hostile,race,hostile,race
2019,1481222535001825283,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
594,1481224497151852544,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
2012,1481227015390994434,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2052,1481232179841716233,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2036,1481239563083431940,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2055,1481251020428791809,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2060,1481251109385740294,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
1820,1481254448756371460,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2061,1481254474178248712,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2049,1481255125704400901,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
590,1481258183406624769,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
1998,1481258806201958404,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2014,1481259432067665928,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2030,1481262242503004165,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2000,1481262247028604931,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
621,1481264416003928064,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
2038,1481265806331846657,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2048,1481269955341570057,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
1902,1481278148155166725,not hostile,not hostile,not hostile,gender,gender,gender,not hostile,none,not hostile,none,not hostile,religion
583,1481292949782679554,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
2040,1481306508432482313,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
622,1481306976046960640,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
1513,1481308358674161667,not hostile,hostile,not hostile,none,none,none,hostile,none,not hostile,none,not hostile,none
1142,1481309230393176073,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
1133,1481309392075112453,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
1512,1481310223583395843,not hostile,hostile,not hostile,none,none,none,hostile,none,hostile,none,hostile,none
1941,1481310280554618883,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
1144,1481312017172602881,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
327,1481312881815736321,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
2037,1481314305551257610,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
1119,1481323087400480771,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
2925,1481324311927472130,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
429,1481324635287339011,hostile,not hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
2886,1481325356959547392,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
1099,1481334268852850688,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
2938,1481334463510597637,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2906,1481334515352150024,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
1109,1481335578285293571,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
1782,1481340484542943232,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2939,1481345809702658052,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
1155,1481345830212845569,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
326,1481346601583058949,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
593,1481347785937072136,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
598,1481348065164500992,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
2056,1481348401027559428,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
1132,1481350124353818624,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
2903,1481363397534965763,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2964,1481368904945618944,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2934,1481370711302324234,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2918,1481371875733291010,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
1999,1481377129401094145,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
592,1481377576614518789,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
2923,1481378339428487168,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
328,1481378593527713794,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
2900,1481379413837160450,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
1115,1481380276244729860,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
329,1481380528834203650,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
2902,1481382244325498884,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
1143,1481383512993411074,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
2044,1481383692656427008,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2954,1481388500301889538,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2949,1481402772193001472,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
451,1483741851215704065,hostile,not hostile,hostile,none,none,none,hostile,none,not hostile,none,not hostile,none
2992,1483743445739057152,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2979,1483743534935072774,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
1168,1483744156954546180,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
2986,1483746021364666369,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2981,1483747622175268867,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
1167,1483752633311576067,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
1170,1483753314143686657,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
2987,1483763103124926467,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
1881,1483763949938094081,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2980,1483764208206585856,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
1171,1483765649964945414,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
452,1483766792296271872,hostile,not hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
2989,1483771528005263378,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2982,1483772179158388741,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2993,1483783676819386368,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
1166,1483784348524589066,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
1164,1483809577548324865,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
330,1483810009293144065,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
2983,1483814566945566722,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2990,1483856058275749894,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
1169,1483894912370331649,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
2984,1483899731550130178,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2985,1483901453332893703,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
1165,1483911535097483268,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
2978,1483930953793818624,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
277,1485041913396875266,hostile,hostile,not hostile,none,"religion,race",none,hostile,none,hostile,religion,hostile,"religion,race"
180,1485042489174147074,hostile,hostile,hostile,none,race,race,hostile,none,hostile,none,hostile,none
1948,1485056064894734342,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
1548,1485181494276632576,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
1763,1485181825521790977,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
3300,1485182163314225157,hostile,hostile,not hostile,none,none,none,hostile,none,hostile,none,hostile,none
3253,1485183853732012044,not hostile,not hostile,not hostile,race,race,race,not hostile,none,not hostile,none,not hostile,none
1800,1485190690116096002,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
192,1485191092517625858,hostile,hostile,hostile,race,none,"race,religion",hostile,race,hostile,race,hostile,"religion,race"
1381,1485193546927910912,hostile,hostile,hostile,religion,religion,religion,hostile,religion,hostile,religion,hostile,religion
1491,1485201266686967810,not hostile,hostile,not hostile,race,race,none,not hostile,none,not hostile,none,not hostile,none
1784,1485201357749604355,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
196,1485237180905799680,hostile,hostile,hostile,race,none,race,hostile,race,hostile,race,hostile,race
1615,1485237204783882248,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
239,1485252556121116674,hostile,hostile,hostile,"race,religion",none,"race,religion",hostile,none,hostile,religion,hostile,none
1663,1485254754410414087,not hostile,not hostile,not hostile,none,none,religion,not hostile,none,not hostile,none,not hostile,none
1648,1485256813431992324,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
1647,1485257835378323460,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
1638,1485260975448199172,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
247,1485268133678137344,hostile,hostile,hostile,religion,religion,none,hostile,religion,hostile,religion,hostile,religion
364,1485268790225117190,hostile,not hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
1760,1485270533705023496,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
1427,1485270973603409924,not hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
1662,1485286339293728775,not hostile,not hostile,not hostile,none,none,religion,not hostile,none,not hostile,none,not hostile,none
3277,1490500978063417346,hostile,hostile,hostile,gender,gender,none,hostile,gender,hostile,gender,hostile,gender
3276,1490524309487501322,not hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
2159,1490764021112492032,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2125,1490777789590552582,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
1028,1490777792841191430,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
1033,1490783024568578049,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
922,1490785668456677376,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
2461,1490786649994899457,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
1865,1490788503990554624,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2584,1490792872018391055,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
3089,1490795396049821704,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2585,1490796053377003526,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2766,1490797639465676811,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2867,1490798015812100097,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2583,1490798479538544641,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2868,1490799648025591808,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
1947,1490800674560479232,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2578,1490801247380779022,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2586,1490801849494126592,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
1088,1490802677869076492,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
3080,1490803899447615494,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
1825,1490807188004167682,not hostile,not hostile,not hostile,none,none,none,hostile,race,not hostile,none,not hostile,none
